name,city,iata_code,icao,latitude,longitude,url,city_code,country,state,county
Alto Molocue,,AME,,-15.833333,37.583332,,AME,MZ,,
Ama,,AMF,AYAA,-4.166667,141.66667,,AMF,PG,,
Amboin,,AMG,,-4.616667,143.7,,AMG,PG,,
Arba Mintch Airport,Arba Minch',AMH,HAAM,6.036111,37.576942,,AMH,ET,"Southern Nations, Nationalities, and People's Region",
Selaparang,Mataram,AMI,WADA,-8.5618359,116.10222973992147,,AMI,ID,West Nusa Tenggara,
Almenara,Almenara,AMJ,SNAR,-16.183332,-40.683334,,AMJ,BR,Minas Gerais,Almenara
Animas Airpark,,AMK,,37.15,-107.75,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,DRO,US,,
Puerto Armuellas,Puerto Armuelles,AML,,8.266667,-82.86667,,AML,PA,Chiriqui,
Queen Alia International Airport,Al Jizah,AMM,OJAI,31.7241013,35.995440207589255,,AMM,JO,Amman,
Gratiot Community,Alma,AMN,KAMN,43.38333,-84.65,http://www.ci.alma.mi.us/1/307/airport.asp,AMN,US,Michigan,Gratiot County
Mao,Mao,AMO,FTTU,14.116667,15.316667,,AMO,TD,Kanem,
Ampanihy,Ampanihy,AMP,FMSY,-24.6996994,44.7341995,,AMP,MG,Atsimo-Andrefana,
Pattimura Airport,Amahusu,AMQ,WAPP,-3.7111152499999998,128.0878877356375,,AMQ,ID,Maluku,
Arno,,AMR,,7.033333,171.23334,,AMR,MH,,
Amsterdam Airport Schiphol,Aalsmeer,AMS,EHAM,52.32697895,4.741505200022974,http://www.schiphol.nl/,AMS,NL,North Holland,Gemeente Aalsmeer
Amata,,AMT,YAMT,-26.766666,132.03334,,AMT,AU,,
Amanab,,AMU,AYAM,-3.516667,141.15,,AMU,PG,,
Amderma,Vorgashor,AMV,ULDD,69.7634173,61.56749323781253,,AMV,RU,Komi Republic,
Ames,Ames,AMW,KAMW,41.9903107,-93.62215445364684,,AMW,US,Iowa,Story County
Ammaroo,,AMX,YAMM,-21.7383003,135.2420044,,AMX,AU,,
Ambatomainty,,AMY,,-17.683332,45.666668,,AMY,MG,,
Ardmore,Red Hill,AMZ,NZAR,-37.033333,174.96666,http://www.nzar.co.nz/,AMZ,NZ,Auckland,Auckland
John Wayne International,Anaheim,ANA,HKOM,33.816666,-117.933334,,ANA,US,California,Orange County
Anniston Metropolitan,Oxford,ANB,KANB,33.59028,-85.855835,,ANB,US,Alabama,Calhoun County
Ted Stevens Anchorage International Airport,,ANC,PANC,61.18103525,-149.99789189730433,,ANC,US,,
Anderson,Centerville,AND,KAND,34.49361,-82.71,,AND,US,South Carolina,Anderson County
Angers-Marce Airport,,ANE,LFJR,47.466667,-0.55,,ANE,FR,,
Cerro Moreno International Airport,Antofagasta,ANF,SCFA,-23.452375699999997,-70.43973434352753,,ANF,CL,Antofagasta,Provincia de Antofagasta
Brie-Champniers,Champniers,ANG,LFBU,45.733334,0.216667,,ANG,FR,Poitou-Charentes,Departement de la Charente
Anuha Island Resort,,ANH,,-8.983333,160.5,,ANH,SB,,
Aniak Airport,,ANI,PANI,61.5813889,-159.5427778,,ANI,US,,
Zanaga,,ANJ,FCBZ,-2.8474064,13.8214267,,ANJ,CG,,
Etimesgut,Batikent,ANK,LTAD,39.951794199999995,32.68941441008361,,ANK,TR,Ankara,
Andulo,Camacupa,ANL,,-11.25,17.25,,ANL,AO,Bie,
Antsirabato,Antalaha,ANM,FMNH,-14.9990678,50.3182525,,ANM,MG,Sava,
Annette Island,,ANN,PANT,55.0415764,-131.5646264739308,,ANN,US,,
Angoche,,ANO,FQAG,-16.183674449999998,39.94441128505658,,ANO,MZ,,
Lee,Annapolis,ANP,KANP,38.983334,-76.5,,ANP,US,Maryland,Anne Arundel County
Tri-State Steuben County,Angola,ANQ,KANQ,41.63333,-85.0,,ANQ,US,Indiana,Steuben County
Antwerp International Airport,Mortsel,ANR,EBAW,51.1881429,4.463473861141249,http://www.antwerp-airport.be/,ANR,BE,Flanders,Provincie Antwerpen
Andahuaylas,San Jeronimo,ANS,SPHY,-13.709079,-73.35160446460571,,ANS,PE,Apurimac,Provincia de Andahuaylas
St Anton,Sankt Anton am Arlberg,ANT,,47.15,10.283333,,ANT,AT,Tyrol,Politischer Bezirk Landeck
V.C. Bird International Airport,Parham,ANU,TAPA,17.13578595,-61.79381928408262,,ANU,AG,Saint Peter,
Anvik Airport,,ANV,PANV,62.6451092,-160.1932999,,ANV,US,,
Ainsworth,Ainsworth,ANW,KANW,42.55,-99.86667,,ANW,US,Nebraska,Brown County
Andenes Airport,Andenes,ANX,ENAN,69.29132535,16.13968094661204,https://avinor.no/en/airport/andoya-airport/,ANX,NO,Nordland,Andoy
Anthony,Anthony,ANY,KANY,37.15,-98.03333,,ANY,US,Kansas,Harper County
Angus Downs,,ANZ,,-25.083332,132.16667,,ANZ,AU,,
Aroa,,AOA,,-9.05,146.8,,AOA,PG,,
Annanberg,,AOB,,-4.916667,144.65,,AOB,PG,,
Altenburg Nobitz,Altenburg,AOC,EDAC,50.98321195,12.509863258666915,http://www.leipzig-altenburg-airport.de/,AOC,DE,Thuringia,
Abou Deia,,AOD,,11.4637088,19.2874812,,AOD,TD,,
Anadolu University,,AOE,LTBY,39.81,30.519444,,ESK,TR,,
Anshan Teng'ao Airport,Anshan,AOG,ZYAS,41.166668,123.03333,,AOG,CN,Liaoning,Anshan Shi
Allen County,Lima,AOH,KAOH,40.766666,-84.1,,AOH,US,Ohio,Allen County
Ancona Falconara Airport,Falconara Marittima,AOI,LIPY,43.61716225,13.364858030368092,http://www.aeroportomarche.com/index.php?lang=english,AOI,IT,The Marches,Provincia di Ancona
Aomori Airport,,AOJ,RJSA,40.7340525,140.689686,,AOJ,JP,,
Karpathos Airport,Karpathos,AOK,LGKP,35.42109615,27.145333449162123,,AOK,GR,South Aegean,Nomos Dodekanisou
Paso De Los Libres,Paso de los Libres,AOL,SARL,-29.689223050000003,-57.15101498707307,,AOL,AR,Corrientes,Departamento de Paso de los Libres
Adam Airport,,AOM,OOAD,22.489809549999997,57.391548733956796,,AOM,OM,,
Arona,,AON,,-6.333333,146.0,,AON,PG,,
Altoona Airport,Martinsburg,AOO,KAOO,40.29686675,-78.32117438468744,,AOO,US,Pennsylvania,Blair County
Alferez FAP Alfredo Vladimir Sara Bauer Airport,Alianza Cristiana,AOP,SPAS,-2.7952148,-76.46820104326608,,AOP,PE,Loreto,Datem Del Maranon
Sultan Abdul Halim Airport,Jitra,AOR,WMKA,6.1893478,100.39721450708868,,AOR,MY,Kedah,
Amook,,AOS,AK81,57.4705133,-153.8166725,,AOS,US,,
Corrado Gex,Chef-Lieu,AOT,LIMW,45.738779,7.368228953356795,http://www.avda-aosta.it/,AOT,IT,Aosta Valley,Valle d'Aosta
Attopeu,Attapu,AOU,VLAP,14.8,106.833336,,AOU,LA,Attapu,
Centennial Airport,,APA,KAPA,39.733334,-104.98333,,DEN,US,,
Apolo,Mapiri,APB,SLAP,-14.716667,-68.51667,,APB,BO,La Paz,
Napa County,American Canyon,APC,KAPC,38.216488,-122.27657132954653,http://www.napacountyairport.org/,APC,US,California,Napa County
San Juan Aposento,,APE,SPAO,-11.933333,-69.083336,,APE,PE,,
Naples Municipal Airport,Naples,APF,KAPF,26.1523225,-81.773941382464,,APF,US,Florida,Collier County
Phillips AAF,Aberdeen,APG,KAPG,39.5,-76.166664,,APG,US,Maryland,Harford County
Camp A P Hill,Bowling Green,APH,KAPH,38.05,-77.35,,APH,US,Virginia,Caroline County
Apiay,Puerto Lopez,API,SKAP,4.06889,-73.051903,,API,CO,Meta,
Ngari Burang Airport,Burang,APJ,ZUPL,30.3975,81.138611,,APJ,CN,Ngari Prefecture,Burang County
Apataki,,APK,NTGD,-15.416667,-146.08333,,APK,PF,,
Nampula Airport,Nampula,APL,FQNP,-15.101667,39.287224,,APL,MZ,Nampula,
Alpena County Regional Airport,Alpena,APN,KAPN,45.07017615,-83.5665547651746,,APN,US,Michigan,Alpena County
Apartado Airport,Carepa,APO,SKLC,7.817678,-76.71766,,APO,CO,Antioquia,
Asapa,,APP,,-8.97966935,148.1030075389151,,APP,PG,,
Arapiraca,Arapiraca,APQ,SNAL,-9.7765662,-36.62984998547607,,APQ,BR,Alagoas,Arapiraca
April River,,APR,AYPE,-8.5,145.0,,APR,PG,,
Anapolis,Anapolis,APS,SWNS,-16.333332,-48.966667,,APS,BR,Goias,Anapolis
Marion County,Powells Crossroads,APT,KAPT,35.066666,-85.5,,APT,US,Tennessee,Marion County
Apucarana,,APU,SSAP,-23.55,-51.483334,,APU,BR,,
Apple Valley,Apple Valley,APV,KAPV,34.52639,-117.212776,,APV,US,California,San Bernardino County
Faleolo Airport,Satapuala,APW,NSFA,-13.832271,-171.999494,,APW,WS,A'ana,
Arapongas,Apucarana,APX,SSOG,-23.483334,-51.466667,,APX,BR,Parana,Apucarana
Alto Parnaiba,Morros,APY,SNAI,-9.133333,-45.933334,,APY,BR,Maranhao,Alto Parnaiba
Zapala,Zapala,APZ,SAHZ,-38.916668,-70.083336,,APZ,AR,Neuquen,Departamento de Zapala
Araraquara,Araraquara,AQA,SBAQ,-21.816668,-48.13333,http://www.daesp.sp.gov.br/aeroporto-estadual-de-araraquara-bartolomeu-de-gusmao/,AQA,BR,Sao Paulo,Araraquara
Quiche Airport,Santa Cruz del Quiche,AQB,MGQC,15.01,-91.15,,AQB,GT,Quiche,
Anqing Tianzhushan Airport,Anqing,AQG,ZSAQ,30.5859116,117.05617994044115,,AQG,CN,Anhui Sheng,
Qaisumah Airport,Al Qaysumah,AQI,OEPA,28.3342381,46.1219356,,AQI,SA,Eastern Province,
King Hussein International Airport,Aqaba,AQJ,OJAQ,29.610142699999997,35.019039998479,,AQJ,JO,Aqaba,
Ariquemes,Ariquemes,AQM,SJOG,-9.933333,-63.066666,,AQM,BR,Rondonia,Ariquemes
Rodriguez Ballon International Airport,Arequipa,AQP,SPQU,-16.3423105,-71.56895878830176,,AQP,PE,Arequipa,Provincia de Arequipa
Saqani,,AQS,NFBG,-17.0,170.9,,AQS,FJ,,
Alyeska,,AQY,,60.9659745,-149.1234394,,AQY,US,,
Acadiana Regional,Cade,ARA,KARA,30.033018249999998,-91.88190742881199,http://www.flyiberiaparish.com/,ARA,US,Louisiana,Saint Martin Parish
Municipal,Ann Arbor,ARB,KARB,42.3,-83.75,,ARB,US,Michigan,Washtenaw County
Arctic Village,,ARC,PARC,68.1156573,-145.575639,,ARC,US,,
Alor Island Airport,Sifala,ARD,WATM,-8.683333,124.53333,,ARD,ID,East Nusa Tenggara,
Arecibo,Bajadero,ARE,TJAB,18.4506187,-66.6742983331904,,ARE,PR,Arecibo,
Acaricuara,,ARF,,0.533333,-70.133333,,ARF,CO,,
Walnut Ridge,Walnut Ridge,ARG,KARG,36.066666,-90.95,http://walnutridgeairport.com/,ARG,US,Arkansas,Lawrence County
Talagi Airport,Arkhangel'sk,ARH,ULAA,64.599209,40.71860470831429,,ARH,RU,Arkhangelskaya,
Chacalluta Airport,Arica,ARI,SCAR,-18.352784200000002,-70.34121844263257,,ARI,CL,Arica y Parinacota,Provincia de Arica
Arso,Arso,ARJ,WAJA,-2.933333,140.78334,,ARJ,ID,Papua,
Arusha Airport,Arusha,ARK,HTAR,-3.366667,36.683334,,ARK,TZ,Arusha,
Arly,,ARL,DFER,11.5970001,1.483,,ARL,BF,,
Armidale Airport,Armidale,ARM,YARM,-30.528625599999998,151.6156495208327,,ARM,AU,New South Wales,Armidale Dumaresq
Stockholm Arlanda Airport,Marsta,ARN,ESSA,59.6467921,17.937044334194475,http://www.swedavia.se/arlanda/,STO,SE,Stockholm,Sigtuna Kommun
Arboletas,Arboletes,ARO,,8.85,-76.433334,,ARO,CO,Antioquia,
Aragip,,ARP,,-9.8,149.5,,ARP,PG,,
Arauquita,Arauquita,ARQ,SKAT,7.033056,-71.43166,,ARQ,CO,Arauca,
Alto Rio Senguerr,Alto Rio Senguer,ARR,SAVR,-45.033333,-70.833336,,ARR,AR,Chubut,
Aragarcas,Aragarcas,ARS,SJVO,-15.8993998,-52.2411003,,ARS,BR,Goias,Aragarcas
Watertown Airport,Dexter,ART,KART,43.990833,-76.021385,,ART,US,New York,Jefferson County
Aracatuba Airport,Aracatuba,ARU,SBAU,-21.140815,-50.425139094792286,http://www.daesp.sp.gov.br/aeroporto-estadual-de-aracatuba-dario-guarita/,ARU,BR,Sao Paulo,Aracatuba
Noble F. Lee,Lac du Flambeau,ARV,KARV,45.924168,-89.73222,,ARV,US,Wisconsin,Vilas County
Arad,Arad,ARW,LRAR,46.183334,21.266666,,ARW,RO,Arad,
Asbury Park,Shark River Hills,ARX,SBAC,40.216667,-74.1,,ARX,US,New Jersey,Monmouth County
Ararat,Ararat,ARY,YARA,-37.31213875,142.9942951850989,,ARY,AU,Victoria,Ararat
N'zeto,,ARZ,FNZE,-7.5,13.5,,ARZ,AO,,
Assab International,,ASA,HHSB,13.07595515,42.641747301941436,,ASA,ER,,
Ashgabat Airport,Ashgabat,ASB,UTAA,37.9837541,58.36266734224667,,ASB,TM,Ahal,
Ascension,,ASC,SLAS,-15.916667,-63.15,,ASC,BO,,
Andros Town,,ASD,MYAF,24.70832875,-77.77238141570106,,ASD,BS,,
Aspen Airport,Aspen,ASE,KASE,39.219685,-106.864685,http://aspenairport.com/,ASE,US,Colorado,Pitkin County
Astrakhan Airport,Yaksatovo,ASF,URWA,46.28016705,48.018907153379175,http://xn--80aaaa9dcahhdbllc1cxhc.xn--p1ai/,ASF,RU,Astrakhan,
Ashburton,Ashburton,ASG,NZAS,-43.9,171.78334,,ASG,NZ,Canterbury,Ashburton District
Boire Field,Nashua,ASH,KASH,42.78259315,-71.51763052967607,,ASH,US,New Hampshire,Hillsborough County
Saint Helena Airport,,ASI,FHAW,-7.966667,-14.4,http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#,ASI,SH,,
Amami Airport,,ASJ,RJKA,28.431206,129.7122505,,ASJ,JP,,
Yamoussoukro,Yamoussoukro,ASK,DIYO,6.816667,-5.283333,,ASK,CI,Lacs,
Harrison County,Marshall,ASL,KASL,32.55,-94.38333,,ASL,US,Texas,Harrison County
Asmara International Airport,Asmara,ASM,HHAS,15.293245200000001,38.91610962389453,,ASM,ER,Maekel Region,
Talladega,Talladega,ASN,KASN,33.433334,-86.1,,ASN,US,Alabama,Talladega County
Asosa Airport,,ASO,HASO,10.047222,34.536667,,ASO,ET,,
Alice Springs Airport,,ASP,YBAS,-23.8062855,133.89773500499115,http://www.alicespringsairport.com.au/,ASP,AU,,
Austin,,ASQ,KTMT,39.4664739,-117.19708239162144,,ASQ,US,,
Kayseri Airport,Kayseri,ASR,LTAU,38.773475250000004,35.49468492689121,,ASR,TR,Kayseri,
Arathusa Safari Lodge,,ASS,FAAR,-24.7410105,31.5185186,http://arathusa.co.za/getting-to-arathusa-by-scheduled-flight/,ASS,ZA,,
Astoria,Warrenton,AST,KAST,46.15642245,-123.8830099988317,,AST,US,Oregon,Clatsop County
Silvio Pettirossi International Airport,Limpio,ASU,SGAS,-25.2355931,-57.51563884189728,,ASU,PY,Central,
Amboseli,Namanga,ASV,HKAM,-2.64532555,37.24857863904734,,ASV,KE,Kajiado,
Aswan Airport,Aswan,ASW,HESN,23.96342585,32.82937355051733,,ASW,EG,Aswan,
Ashland,Ashland,ASX,KASX,46.55,-90.916664,,ASX,US,Wisconsin,Ashland County
Ashley,Ashley,ASY,KASY,46.033333,-99.36667,,ASY,US,North Dakota,McIntosh County
Asirim,,ASZ,,-5.866667,150.36667,,ASZ,PG,,
Anta,Anta,ATA,SPHZ,-9.34818315,-77.59829150858305,,ATA,PE,Ancash,Provincia de Carhuaz
Atbara,Atbara,ATB,HSAT,17.7068787,34.05635032638109,,ATB,SD,River Nile,
Arthur's Town,,ATC,MYCA,24.630217299999998,-75.67591799805398,,ATC,BS,,
Atoifi,,ATD,AGAT,-8.872891,161.0112714,,ATD,SB,,
Antlers,Antlers,ATE,80F,34.233334,-95.61667,,ATE,US,Oklahoma,Pushmataha County
Chachoan,San Miguel de Salcedo,ATF,SEAM,-1.083333,-78.7,,ATF,EC,Cotopaxi,
Attock,Akora,ATG,OPMS,33.9,72.25,,ATG,PK,Khyber Pakhtunkhwa,
Eleftherios Venizelos International Airport,Spata,ATH,LGAV,37.9372535,23.954624286315532,http://www.aia.gr,ATH,GR,Attica,Nomarchia Anatolikis Attikis
Artigas,Artigas,ATI,SUAG,-30.4,-56.50833,,ATI,UY,Artigas,
Antsirabe,Antsirabe,ATJ,FMME,-19.85,47.016666,,ATJ,MG,Vakinankaratra,
Atqasuk Edward Burnell Sr. Memorial Airport,,ATK,PATQ,70.5,-157.33333,,ATK,US,,
Hartsfield-Jackson Atlanta International Airport,,ATL,KATL,33.63779875,-84.42927118585675,http://www.atlanta-airport.com/,ATL,US,,
Altamira Airport,Altamira,ATM,SBHT,-3.2,-52.216667,,ATM,BR,Para,Altamira
Namatanai,,ATN,AYNX,-3.66958625,152.43814978543128,,ATN,PG,,
Ohio University,Athens,ATO,KUNI,39.333332,-82.1,,ATO,US,Ohio,Athens County
Airstrip,,ATP,AYAI,-3.166667,142.28334,,ATP,PG,,
Sri Guru Ram Dass Jee International Airport,Raja Sansi,ATQ,VIAR,31.70858515,74.80044741056383,http://www.aai.aero/allAirports/amritsar_generalinfo.jsp,ATQ,IN,Punjab,Amritsar
Mouakchott,Atar,ATR,GQPA,20.499443,-13.046389,,ATR,MR,Adrar,
Artesia,Artesia,ATS,KATS,32.8525152,-104.46641082535339,,ATS,US,New Mexico,Eddy County
Atmautluak Airport,,ATT,,60.8631043,-162.2734311,,ATT,US,,
Casco Cove,,ATU,PAAT,52.825832,173.17278,,ATU,US,,
Ati,Ati,ATV,FTTI,13.2398308,18.315420558725343,,ATV,TD,Batha,
Outagamie County Regional Airport,Menasha,ATW,KATW,44.25659495,-88.52169598755702,http://atwairport.com/,ATW,US,Wisconsin,Winnebago County
Atbasar,Atbasar,ATX,,51.8517097,68.3655586,,ATX,KZ,Aqmola,
Watertown Airport,Watertown,ATY,KATY,44.912617499999996,-97.14845996679145,,ATY,US,South Dakota,Codington County
Assiut Airport,Asyut,ATZ,HEAT,27.033333,31.0,,ATZ,EG,Asyut,
Reina Beatrix International Airport,Oranjestad,AUA,TNCA,12.502222,-70.013885,,AUA,AW,,
Itauba Airport,Itauba,AUB,,-11.878603,-55.581735,,AUB,BR,Mato Grosso,
Arauca Airport,Arauca,AUC,SKUC,7.06803755,-70.73450090889622,,AUC,CO,Arauca,
Augustus Downs,,AUD,YAGD,-18.5149994,139.878006,,AUD,AU,,
Abu Rudeis,,AUE,,28.90059595,33.20053351373349,,AUE,EG,,
Auxerre Branches,Appoigny,AUF,LFLA,47.849895599999996,3.498388157178659,,AUF,FR,Bourgogne,Departement de l'Yonne
Augusta Airport,Augusta,AUG,KAUG,44.318054,-69.79667,,AUG,US,Maine,Kennebec County
Abu Dhabi International Airport,,AUH,OMAA,24.43189915,54.641976680103,http://www.abudhabiairport.ae/,AUH,AE,,
Aua Island,,AUI,AYND,-1.4610531999999998,143.06447133878473,,AUI,PG,,
Ambunti,,AUJ,AYAT,-4.21583375,142.82335592047713,,AUJ,PG,,
Alakanuk Airport,,AUK,PAUK,62.689167,-164.61084,,AUK,US,,
Aur Island,Aur,AUL,,8.1452799,171.1730042,,AUL,MH,Aur Atoll,
Austin,Austin,AUM,KAUM,43.666668,-92.98333,,AUM,US,Minnesota,Mower County
Auburn,Auburn,AUN,KAUN,38.9,-121.066666,,AUN,US,California,Placer County
Auburn-Opelika,Auburn,AUO,KAUO,32.63333,-85.5,,AUO,US,Alabama,Lee County
Agaun,,AUP,AYAG,-9.983333,149.58333,,AUP,PG,,
Hiva Oa Airport,,AUQ,NTMN,-9.76667795,-139.00971485835828,,AUQ,PF,,
Aurillac Airport,Aurillac,AUR,LFLW,44.8975,2.418056,,AUR,FR,Auvergne,Departement du Cantal
Austin-Bergstrom International Airport,Hornsby Bend,AUS,KAUS,30.19348925,-97.66500963529677,http://www.ci.austin.tx.us/austinairport/,AUS,US,Texas,Travis County
Atauro,,AUT,WPAT,-8.2435667,125.6066862,,AUT,ID,,
Aurukun Mission,,AUU,YAUR,-13.166667,142.25,,AUU,AU,,
Aumo,,AUV,AYUM,-5.7278249,148.4458293285261,,AUV,PG,,
Municipal,Schofield,AUW,KAUW,44.923332,-89.623055,http://www.ci.wausau.wi.us/Departments/Airport/GeneralInformation.aspx,AUW,US,Wisconsin,Marathon County
Araguaina Airport,Araguaina,AUX,SWGN,-7.2,-48.2,,AUX,BR,Tocantins,Araguaina
Aneityum,,AUY,NVVA,-20.333332,169.66667,,AUY,VU,,
Municipal Airport,Aurora,AUZ,KARR,41.75,-88.316666,,AUZ,US,Illinois,Kane County
An Shun/Huang Guo Shu Airport,Anshun,AVA,ZUAS,26.257221,105.87278,,AVA,CN,Guizhou Sheng,
Aviano,Roveredo in Piano,AVB,LIPA,46.03136845,12.602047622830732,http://www.aviano.af.mil/,AVB,IT,Friuli Venezia Giulia,Provincia di Pordenone
Auvergne,,AVG,YAUV,-15.6852565,130.0083823,,AVG,AU,,
Maximo Gomez,Ciro Redondo,AVI,MUCA,22.025,-78.79139,,AVI,CU,Ciego de Avila,
Arvaikheer,Arvayheer,AVK,ZMAH,46.2484762,102.80469239487059,,AVK,MN,OEvoerhangay,
Asheville Regional Airport,Fletcher,AVL,KAVL,35.4364233,-82.54088095049624,,AVL,US,North Carolina,Henderson County
Avignon-Caumont Airport,Noves,AVN,LFMV,43.9,4.9,,AVN,FR,Provence-Alpes-Cote d'Azur,Departement des Bouches-du-Rhone
Municipal,Avon Park,AVO,KAVO,27.6,-81.51667,,AVO,US,Florida,Highlands County
Wilkes-Barre/Scranton International Airport,Avoca,AVP,KAVP,41.33709205,-75.72257122928625,http://www.flyavp.com/,AVP,US,Pennsylvania,Luzerne County
Alverca,Sobralinho,AVR,LPAR,38.8833008,-9.0300999,,AVR,PT,Lisbon,Vila Franca de Xira
Avu Avu,,AVU,AGGJ,-9.833333,160.38333,,AVU,SB,,
Avalon Airport,Little River,AVV,YMAV,-38.0415747,144.47225146948307,https://www.avalonairport.com.au/,MEL,AU,Victoria,Wyndham
Avra Valley,Marana,AVW,KAVQ,32.4113732,-111.21748791631757,,TUS,US,Arizona,Pima County
Avalon Bay,,AVX,KAVX,33.341667,-118.31528,http://www.catalinaconservancy.org/index.php?s=visit&p=pilot_information,AVX,US,,
Awassa,Hawassa,AWA,HALA,7.0643514,38.4910115,,AWA,ET,"Southern Nations, Nationalities, and People's Region",
Awaba Airport,Awaba,AWB,AYAW,-8.016667,142.75,,AWB,PG,Western Province,
Aniwa,,AWD,NVVB,-19.25,169.5,,AWD,VU,,
Alowe,,AWE,FOGW,-0.75,9.45,,AWE,GA,,
Wake Island,,AWK,PWAK,19.28335215,166.633616987325,,AWK,UM,,
Municipal,West Memphis,AWM,KAWM,35.13333,-90.183334,,AWM,US,Arkansas,Crittenden County
Alton Downs,,AWN,YADS,-26.25,138.66667,,AWN,AU,,
Austral Downs Airport,,AWP,YAUS,-20.4940024,137.7652929,,AWP,AU,,
Awar,,AWR,,-4.124167,144.87029,,AWR,PG,,
Ahwaz Airport,Ahvaz,AWZ,OIAW,31.3375148,48.761837631708985,,AWZ,IR,Khuzestan,
Clayton J. Lloyd International Airport,The Valley,AXA,TQPF,18.2054832,-63.05608188224072,http://www.news.ai/ref/airport.html,AXA,AI,,
Alexandria Bay,Alexandria Bay,AXB,89NY,44.2525,-75.90139,http://www.maxsonairfield.com/,AXB,US,New York,Jefferson County
Aramac,,AXC,YAMC,-22.95728355,145.24832864576317,,AXC,AU,,
Demokritos Airport,Alexandroupoli,AXD,LGAL,40.85631045,25.955340604501963,,AXD,GR,East Macedonia and Thrace,Nomos Evrou
Xanxere,Xanxere,AXE,SSXX,-26.8749455,-52.37339732495896,,AXE,BR,Santa Catarina,Xanxere
Alxa Left Banner,Bayan Hot,AXF,ZBAL,38.747697099999996,105.58612402368684,,AXF,CN,Inner Mongolia,Alxa Left Banner
Algona,Algona,AXG,KAXA,43.0778426,-94.2714143,,AXG,US,Iowa,Kossuth County
Amakusa,Hondo,AXJ,RJDA,32.4822166,130.15846001265027,,AXJ,JP,Kumamoto,
Ataq,,AXK,OYAT,13.866667,46.3,,AXK,YE,,
Alexandria,,AXL,YALX,-19.083332,136.66667,,AXL,AU,,
El Eden Airport,La Tebaida,AXM,SKAR,4.452869,-75.76804,,AXM,CO,Quindio,
Alexandria,Alexandria,AXN,KAXN,45.86722,-95.394165,,AXN,US,Minnesota,Douglas County
Bandar Udara Pantar,Pantar,AXO,,-8.244694,124.219278,,AXO,ID,,
Springpoint Airport,Masons Bay,AXP,MYAP,22.45,-73.96667,,AXP,BS,Acklins,
Arutua Airport,Arutua,AXR,NTGU,-15.25,-146.75,,AXR,PF,,
Altus/Quartz Mountain Regional Airport,,AXS,KAXS,34.69881,-99.33847,,LTS,US,,
Akita Airport,Akita,AXT,RJSK,39.614616,140.21935028858,,AXT,JP,Akita,
Axum Airport,Aksum,AXU,HAAX,14.120833,38.716667,,AXU,ET,Tigray,
Neil Armstrong,Wapakoneta,AXV,KAXV,40.566666,-84.2,,AXV,US,Ohio,Auglaize County
Angel Fire,Angel Fire,AXX,KAXX,36.4202498,-105.2910646,,AXX,US,New Mexico,Colfax County
Ayapel,Ayapel,AYA,,8.3,-75.15,,AYA,CO,Cordoba,
Ayacucho,Pelaya,AYC,,8.6021333,-73.6131384,,AYC,CO,Cesar,
Alroy Downs,,AYD,,-19.3,135.95,,AYD,AU,,
AAF Heliport,Ayer,AYE,,42.55,-71.6,,AYE,US,Massachusetts,Middlesex County
Yaguara,,AYG,SKYA,1.533333,-73.933334,,AYG,CO,,
Yari,,AYI,,-0.333333,-72.333336,,AYI,CO,,
Maharishi Valmiki International Airport,Faizabad,AYJ,VEAY,26.748034,82.150781,,AYJ,IN,Uttar Pradesh,
Arkalyk,Arkalyk,AYK,UAUR,50.3151662,66.94696204582102,,AYK,KZ,Qostanay,
Anthony Lagoon,,AYL,YANL,-18.0197941,135.5420203,,AYL,AU,,
Yas Island SPB,,AYM,,24.467,54.6103,,AUH,AE,,
Anyang Airport,Anyang,AYN,ZHAY,36.132250150000004,114.34102968441096,,AYN,CN,Henan Sheng,
Ayolas,Ayolas,AYO,SGAY,-27.36826105,-56.854144310497006,,AYO,PY,Misiones,
Yanamilla Airport,Carmen Alto,AYP,SPHO,-13.197222,-74.24722,,AYP,PE,Ayacucho,Provincia de Huamanga
Connellan Airport,,AYQ,YAYE,-25.18184745,130.975767814586,,AYQ,AU,,
Ayr,Ayr,AYR,YAYR,-19.5942228,147.3270922,,AYR,AU,Queensland,Burdekin
Ware County,Deenwood,AYS,KAYS,31.24847785,-82.39377481016464,,AYS,US,Georgia,Ware County
Antalya Airport,Aksu,AYT,LTAI,36.89994245,30.798191449837162,http://www.antalya.dhmi.gov.tr/havaalanlari/default.aspx?hv=4,AYT,TR,Antalya,
Aiyura,,AYU,AYAY,-6.3366412,145.90298982972382,,AYU,PG,,
Ayawasi,Aifat,AYW,WASA,-1.2,132.5,,AYW,ID,West Papua,
Gerardo Pérez Pinedo,Puerto Ocopa,AYX,SPAY,-10.72845785,-73.76907295837613,,AYX,PE,Junin,Provincia de Satipo
Arugam Bay SPB,,AYY,,6.86,81.82388889,,AYY,LK,,
Zahns,Amityville,AYZ,,40.666668,-73.416664,,AYZ,US,New York,Suffolk County
Phoenix-Mesa Gateway Airport,Queen Creek,AZA,KIWA,33.30591455,-111.6526441150196,http://www.flywga.org/,PHX,US,Arizona,Maricopa County
